Annee;Diplôme;Numéro de l'établissement;Établissement;Code de l'académie;Académie;Code du domaine;Domaine;Code de la discipline;Discipline;situation;Remarque;Nombre de réponses;Taux de réponse;Poids de la discipline;Taux d’insertion;% emplois cadre ou professions intermédiaires;% emplois stables;% emplois à temps plein;Salaire net médian des emplois à temps plein;Salaire brut annuel estimé;% de diplômés boursiers;Taux de chômage régional;Salaire net mensuel médian régional;% emplois cadre;% emplois extérieurs à la région de l’université;% femmes;Salaire net mensuel régional 1er quartile;Salaire net mensuel régional 3ème quartile;cle_ETAB;cle_DISC
2014;LICENCE PRO;0730858L;Chambéry - Savoie;A08;Grenoble;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;134;88;29;96;85;70;98;1650;25700;10.00;8.2;1830;9;25;18;1470;2180;Chambéry - Savoie_18;disc15_18
2014;LICENCE PRO;0730858L;Chambéry - Savoie;A08;Grenoble;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;23;94;5;ns;ns;ns;ns;ns;ns;10.00;8.2;1830;ns;ns;ns;1470;2180;Chambéry - Savoie_30;disc17_30
2014;LICENCE PRO;0730858L;Chambéry - Savoie;A08;Grenoble;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;23;94;5;ns;ns;ns;ns;ns;ns;10.00;8.2;1830;ns;ns;ns;1470;2180;Chambéry - Savoie_18;disc17_18
2014;LICENCE PRO;0751717J;Paris 1 - Panthéon Sorbonne;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;24;55;78;ns;ns;ns;ns;ns;ns;2.00;8.3;2050;ns;ns;ns;1610;2560;Paris 1 - Panthéon Sorbonne_30;disc04_30
2014;LICENCE PRO;0751717J;Paris 1 - Panthéon Sorbonne;A01;Paris;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;;11;88;22;ns;ns;ns;ns;ns;ns;2.00;8.3;2050;ns;ns;ns;1610;2560;Paris 1 - Panthéon Sorbonne_30;disc08_30
2014;LICENCE PRO;0751719L;Paris 3 - Sorbonne Nouvelle;A01;Paris;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;1;50;;;;;;;;43.00;8.3;2050;;;;1610;2560;Paris 3 - Sorbonne Nouvelle_30;disc05_30
2014;LICENCE PRO;0751720M;Paris 4 - Sorbonne;A01;Paris;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;5;80;;;;;;;;0.00;8.3;2050;;;;1610;2560;Paris 4 - Sorbonne_30;disc01_30
2014;LICENCE PRO;0751720M;Paris 4 - Sorbonne;A01;Paris;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;5;80;;;;;;;;0.00;8.3;2050;;;;1610;2560;Paris 4 - Sorbonne_18;disc01_18
2014;LICENCE PRO;0751720M;Paris 4 - Sorbonne;A01;Paris;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;5;80;;;;;;;;0.00;8.3;2050;;;;1610;2560;Paris 4 - Sorbonne_18;disc04_18
2014;LICENCE PRO;0751720M;Paris 4 - Sorbonne;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;1;40;;;;;;;;0.00;8.3;2050;;;;1610;2560;Paris 4 - Sorbonne_30;disc11_30
2014;LICENCE PRO;0751722P;Paris Pierre et Marie Curie;A01;Paris;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;4;63;6;ns;ns;ns;ns;ns;ns;4.00;8.3;2050;ns;ns;ns;1610;2560;Paris Pierre et Marie Curie_18;disc07_18
2014;LICENCE PRO;0751722P;Paris Pierre et Marie Curie;A01;Paris;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;4;63;6;ns;ns;ns;ns;ns;ns;4.00;8.3;2050;ns;ns;ns;1610;2560;Paris Pierre et Marie Curie_18;disc11_18
2014;LICENCE PRO;0751722P;Paris Pierre et Marie Curie;A01;Paris;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;16;60;23;ns;ns;ns;ns;ns;ns;4.00;8.3;2050;ns;ns;ns;1610;2560;Paris Pierre et Marie Curie_30;disc14_30
2014;LICENCE PRO;0751723R;Paris 7 - Denis Diderot;A01;Paris;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;10;91;;;;;;;;9.00;8.3;2050;;;;1610;2560;Paris 7 - Denis Diderot_30;disc06_30
2014;LICENCE PRO;0751723R;Paris 7 - Denis Diderot;A01;Paris;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;Université ayant participé à l'enquête mais dont l'effectif est trop petit pour que les résultats soient jugés exploitables;15;60;;;;;;;;9.00;8.3;2050;;;;1610;2560;Paris 7 - Denis Diderot_30;disc14_30
2014;LICENCE PRO;0761904G;Rouen;A21;Rouen;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;29;77;16;77;ns;ns;ns;ns;ns;22.00;9.6;1810;ns;ns;ns;1470;2160;Rouen_18;disc15_18
2014;LICENCE PRO;0762762P;Le Havre;A21;Rouen;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);36;42;42;82;ns;ns;ns;ns;ns;26.00;9.6;1810;ns;31;43;1470;2160;Le Havre_18;disc01_18
2014;LICENCE PRO;0762762P;Le Havre;A21;Rouen;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);2;10;3;ns;ns;ns;ns;ns;ns;26.00;9.6;1810;ns;ns;ns;1470;2160;Le Havre_30;disc13_30
2014;LICENCE PRO;0762762P;Le Havre;A21;Rouen;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);18;41;29;ns;ns;ns;ns;ns;ns;26.00;9.6;1810;ns;ns;ns;1470;2160;Le Havre_18;disc15_18
2014;LICENCE PRO;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;123;67;30;85;47;83;96;1500;23400;8.00;8.3;2050;10;25;59;1610;2560;Paris-Est Marne-la-Vallée_18;disc03_18
2014;LICENCE PRO;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;33;75;7;91;70;77;100;ns;ns;8.00;8.3;2050;26;13;33;1610;2560;Paris-Est Marne-la-Vallée_30;disc10_30
2014;LICENCE PRO;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;115;76;25;96;75;92;98;1900;29600;8.00;8.3;2050;24;42;20;1610;2560;Paris-Est Marne-la-Vallée_30;disc15_30
2014;LICENCE PRO;0772502B;Paris-Est Marne-la-Vallée;A24;Créteil;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;13;76;3;ns;ns;ns;ns;ns;ns;8.00;8.3;2050;ns;ns;ns;1610;2560;Paris-Est Marne-la-Vallée_18;disc17_18
2014;LICENCE PRO;0781944P;Versailles Saint-Quentin-en-Yvelines;A25;Versailles;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);37;26;42;97;ns;86;97;1600;25000;6.00;8.3;2050;ns;25;88;1610;2560;Versailles Saint-Quentin-en-Yvelines_30;disc01_30
2014;LICENCE PRO;0781944P;Versailles Saint-Quentin-en-Yvelines;A25;Versailles;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);29;28;32;ns;ns;ns;ns;ns;ns;6.00;8.3;2050;ns;ns;ns;1610;2560;Versailles Saint-Quentin-en-Yvelines_30;disc04_30
2014;LICENCE PRO;0781944P;Versailles Saint-Quentin-en-Yvelines;A25;Versailles;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);17;37;13;ns;ns;ns;ns;ns;ns;6.00;8.3;2050;ns;ns;ns;1610;2560;Versailles Saint-Quentin-en-Yvelines_18;disc07_18
2014;LICENCE PRO;0781944P;Versailles Saint-Quentin-en-Yvelines;A25;Versailles;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);17;37;13;ns;ns;ns;ns;ns;ns;6.00;8.3;2050;ns;ns;ns;1610;2560;Versailles Saint-Quentin-en-Yvelines_30;disc11_30
2014;LICENCE PRO;0781944P;Versailles Saint-Quentin-en-Yvelines;A25;Versailles;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);17;37;13;ns;ns;ns;ns;ns;ns;6.00;8.3;2050;ns;ns;ns;1610;2560;Versailles Saint-Quentin-en-Yvelines_18;disc11_18
2014;LICENCE PRO;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);23;58;8;ns;ns;ns;ns;ns;ns;24.00;11.7;1830;ns;ns;ns;1470;2140;Amiens - Picardie Jules-Verne_30;disc07_30
2014;LICENCE PRO;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);78;44;36;90;81;68;97;1620;25200;24.00;11.7;1830;14;39;17;1470;2140;Amiens - Picardie Jules-Verne_18;disc12_18
2014;LICENCE PRO;0801344B;Amiens - Picardie Jules-Verne;A20;Amiens;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);16;43;7;ns;ns;ns;ns;ns;ns;24.00;11.7;1830;ns;ns;ns;1470;2140;Amiens - Picardie Jules-Verne_18;disc13_18
2014;LICENCE PRO;0811293R;Institut national universitaire Jean-François Champollion;A16;Toulouse;SHS;Sciences humaines et sociales;disc10;Information communication;18 mois après le diplôme;;8;78;7;ns;ns;ns;ns;ns;ns;29.00;11.2;1780;ns;ns;ns;1400;2110;Institut national universitaire Jean-François Champollion_18;disc10_18
2014;LICENCE PRO;0811293R;Institut national universitaire Jean-François Champollion;A16;Toulouse;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;9;63;9;ns;ns;ns;ns;ns;ns;29.00;11.2;1780;ns;ns;ns;1400;2110;Institut national universitaire Jean-François Champollion_30;disc17_30
2014;LICENCE PRO;0830766G;Toulon - Sud Toulon Var;A23;Nice;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;13;59;8;ns;ns;ns;ns;ns;ns;24.00;11;1830;ns;ns;ns;1420;2210;Toulon - Sud Toulon Var_30;disc02_30
2014;LICENCE PRO;0830766G;Toulon - Sud Toulon Var;A23;Nice;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;13;59;8;ns;ns;ns;ns;ns;ns;24.00;11;1830;ns;ns;ns;1420;2210;Toulon - Sud Toulon Var_18;disc02_18
2014;LICENCE PRO;0830766G;Toulon - Sud Toulon Var;A23;Nice;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;34;86;18;82;ns;ns;ns;ns;ns;24.00;11;1830;ns;ns;44;1420;2210;Toulon - Sud Toulon Var_30;disc07_30
2014;LICENCE PRO;0840685N;Avignon;A02;Aix-Marseille;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;18 mois après le diplôme;;1;67;2;ns;ns;ns;ns;ns;ns;8.00;11;1830;ns;ns;ns;1420;2210;Avignon_18;disc07_18
2014;LICENCE PRO;0840685N;Avignon;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;8;79;14;ns;ns;ns;ns;ns;ns;8.00;11;1830;ns;ns;ns;1420;2210;Avignon_30;disc13_30
2014;LICENCE PRO;0840685N;Avignon;A02;Aix-Marseille;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;18 mois après le diplôme;;9;67;17;ns;ns;ns;ns;ns;ns;8.00;11;1830;ns;ns;ns;1420;2210;Avignon_18;disc15_18
2014;LICENCE PRO;0860856N;Poitiers;A13;Poitiers;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;79;76;28;96;87;85;100;1520;23700;30.00;9;1750;3;59;23;1390;2060;Poitiers_30;disc15_30
2014;LICENCE PRO;0860856N;Poitiers;A13;Poitiers;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;30 mois après le diplôme;;33;73;12;94;80;87;83;ns;ns;30.00;9;1750;22;40;34;1390;2060;Poitiers_30;disc17_30
2014;LICENCE PRO;0860856N;Poitiers;A13;Poitiers;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;;33;73;12;93;76;62;82;ns;ns;30.00;9;1750;15;40;34;1390;2060;Poitiers_18;disc17_18
2014;LICENCE PRO;0870669E;Limoges;A22;Limoges;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;70;47;30;99;65;82;98;1630;25400;21.00;9;1750;14;50;68;1390;2060;Limoges_30;disc01_30
2014;LICENCE PRO;0870669E;Limoges;A22;Limoges;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;70;47;30;99;62;69;97;1630;25400;21.00;9;1750;7;50;68;1390;2060;Limoges_18;disc01_18
2014;LICENCE PRO;0870669E;Limoges;A22;Limoges;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;;5;46;2;ns;ns;ns;ns;ns;ns;21.00;9;1750;ns;ns;ns;1390;2060;Limoges_30;disc11_30
2014;LICENCE PRO;0870669E;Limoges;A22;Limoges;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;18 mois après le diplôme;;5;46;2;ns;ns;ns;ns;ns;ns;21.00;9;1750;ns;ns;ns;1390;2060;Limoges_18;disc11_18
2014;LICENCE PRO;0911101C;Paris 11 - Paris Sud;A25;Versailles;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;;10;75;3;ns;ns;ns;ns;ns;ns;10.00;8.3;2050;ns;ns;ns;1610;2560;Paris 11 - Paris Sud_30;disc07_30
2014;LICENCE PRO;0911101C;Paris 11 - Paris Sud;A25;Versailles;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;22;70;8;ns;ns;ns;ns;ns;ns;10.00;8.3;2050;ns;ns;ns;1610;2560;Paris 11 - Paris Sud_30;disc13_30
2014;LICENCE PRO;0911101C;Paris 11 - Paris Sud;A25;Versailles;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;30 mois après le diplôme;;125;57;49;95;69;89;100;1730;26900;10.00;8.3;2050;8;68;66;1610;2560;Paris 11 - Paris Sud_30;disc14_30
2014;LICENCE PRO;0911101C;Paris 11 - Paris Sud;A25;Versailles;STS;Sciences, technologies et santé;disc16;Informatique;18 mois après le diplôme;;29;71;11;ns;ns;ns;ns;ns;ns;10.00;8.3;2050;ns;ns;ns;1610;2560;Paris 11 - Paris Sud_18;disc16_18
2014;LICENCE PRO;0911975C;Evry Val-d'Essonne;A25;Versailles;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;145;76;63;86;78;78;98;1600;25000;6.00;8.3;2050;6;19;62;1610;2560;Evry Val-d'Essonne_18;disc01_18
2014;LICENCE PRO;0911975C;Evry Val-d'Essonne;A25;Versailles;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;;28;77;13;ns;ns;ns;ns;ns;ns;6.00;8.3;2050;ns;ns;ns;1610;2560;Evry Val-d'Essonne_30;disc03_30
2014;LICENCE PRO;0911975C;Evry Val-d'Essonne;A25;Versailles;DEG;Droit, économie et gestion;disc04;Gestion;18 mois après le diplôme;;108;75;46;86;80;75;98;1600;24900;6.00;8.3;2050;4;15;68;1610;2560;Evry Val-d'Essonne_18;disc04_18
2014;LICENCE PRO;0911975C;Evry Val-d'Essonne;A25;Versailles;DEG;Droit, économie et gestion;disc05;Autres formations juridiques, économiques et de gestion;30 mois après le diplôme;;9;93;4;ns;ns;ns;ns;ns;ns;6.00;8.3;2050;ns;ns;ns;1610;2560;Evry Val-d'Essonne_30;disc05_30
2014;LICENCE PRO;0911975C;Evry Val-d'Essonne;A25;Versailles;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;;50;71;23;92;94;85;100;1730;27000;6.00;8.3;2050;17;17;19;1610;2560;Evry Val-d'Essonne_30;disc12_30
2014;LICENCE PRO;0911975C;Evry Val-d'Essonne;A25;Versailles;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;30 mois après le diplôme;;2;71;1;ns;ns;ns;ns;ns;ns;6.00;8.3;2050;ns;ns;ns;1610;2560;Evry Val-d'Essonne_30;disc13_30
2014;LICENCE PRO;0911975C;Evry Val-d'Essonne;A25;Versailles;STS;Sciences, technologies et santé;disc14;Sciences fondamentales;18 mois après le diplôme;;7;64;3;ns;ns;ns;ns;ns;ns;6.00;8.3;2050;ns;ns;ns;1610;2560;Evry Val-d'Essonne_18;disc14_18
2014;LICENCE PRO;0921204J;Paris Ouest Nanterre La Défense;A25;Versailles;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;Université ayant participé à l'enquête mais dont le taux de réponse obtenu est insuffisant pour que les résultats soient jugés exploitables;7;23;;;;;;;;8.00;8.3;2050;;;;1610;2560;Paris Ouest Nanterre La Défense_30;disc07_30
2014;LICENCE PRO;0921204J;Paris Ouest Nanterre La Défense;A25;Versailles;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;Université ayant participé à l'enquête mais dont le taux de réponse obtenu est insuffisant pour que les résultats soient jugés exploitables;0;;;;;;;;;8.00;8.3;2050;;;;1610;2560;Paris Ouest Nanterre La Défense_30;disc11_30
2014;LICENCE PRO;0921204J;Paris Ouest Nanterre La Défense;A25;Versailles;STS;Sciences, technologies et santé;disc12;Ensemble sciences, technologies et santé;30 mois après le diplôme;Université ayant participé à l'enquête mais dont le taux de réponse obtenu est insuffisant pour que les résultats soient jugés exploitables;46;42;;;;;;;;8.00;8.3;2050;;;;1610;2560;Paris Ouest Nanterre La Défense_30;disc12_30
2014;LICENCE PRO;0931238R;Paris 13 - Paris Nord;A24;Créteil;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);54;39;46;94;35;65;94;1600;25000;32.00;8.3;2050;4;20;69;1610;2560;Paris 13 - Paris Nord_18;disc01_18
2014;LICENCE PRO;0931238R;Paris 13 - Paris Nord;A24;Créteil;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);5;73;4;ns;ns;ns;ns;ns;ns;32.00;8.3;2050;ns;ns;ns;1610;2560;Paris 13 - Paris Nord_18;disc02_18
2014;LICENCE PRO;0931238R;Paris 13 - Paris Nord;A24;Créteil;SHS;Sciences humaines et sociales;disc11;Autres sciences humaines et sociales;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);7;56;4;ns;ns;ns;ns;ns;ns;32.00;8.3;2050;ns;ns;ns;1610;2560;Paris 13 - Paris Nord_30;disc11_30
2014;LICENCE PRO;0931238R;Paris 13 - Paris Nord;A24;Créteil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);42;59;22;95;90;82;100;1860;29000;32.00;8.3;2050;10;32;4;1610;2560;Paris 13 - Paris Nord_30;disc15_30
2014;LICENCE PRO;0931238R;Paris 13 - Paris Nord;A24;Créteil;STS;Sciences, technologies et santé;disc17;Autres sciences, technologies et santé;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);1;80;1;ns;nd;nd;nd;nd;nd;32.00;8.3;2050;nd;nd;nd;1610;2560;Paris 13 - Paris Nord_18;disc17_18
2014;LICENCE PRO;0931827F;Paris 8 - Vincennes Saint-Denis;A24;Créteil;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;23;50;84;ns;ns;ns;ns;ns;ns;17.00;8.3;2050;ns;ns;ns;1610;2560;Paris 8 - Vincennes Saint-Denis_18;disc01_18
2014;LICENCE PRO;0931827F;Paris 8 - Vincennes Saint-Denis;A24;Créteil;DEG;Droit, économie et gestion;disc04;Gestion;30 mois après le diplôme;;19;44;73;ns;ns;ns;ns;ns;ns;17.00;8.3;2050;ns;ns;ns;1610;2560;Paris 8 - Vincennes Saint-Denis_30;disc04_30
2014;LICENCE PRO;0931827F;Paris 8 - Vincennes Saint-Denis;A24;Créteil;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;5;90;10;ns;ns;ns;ns;ns;ns;17.00;8.3;2050;ns;ns;ns;1610;2560;Paris 8 - Vincennes Saint-Denis_30;disc10_30
2014;LICENCE PRO;0931827F;Paris 8 - Vincennes Saint-Denis;A24;Créteil;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;2;61;6;ns;ns;ns;ns;ns;ns;17.00;8.3;2050;ns;ns;ns;1610;2560;Paris 8 - Vincennes Saint-Denis_30;disc16_30
2014;LICENCE PRO;0941111X;Paris-Est Créteil;A24;Créteil;DEG;Droit, économie et gestion;disc02;Droit;30 mois après le diplôme;;8;59;3;ns;ns;ns;ns;ns;ns;12.00;8.3;2050;ns;ns;ns;1610;2560;Paris-Est Créteil_30;disc02_30
2014;LICENCE PRO;0941111X;Paris-Est Créteil;A24;Créteil;DEG;Droit, économie et gestion;disc02;Droit;18 mois après le diplôme;;8;59;3;ns;ns;ns;ns;ns;ns;12.00;8.3;2050;ns;ns;ns;1610;2560;Paris-Est Créteil_18;disc02_18
2014;LICENCE PRO;0941111X;Paris-Est Créteil;A24;Créteil;DEG;Droit, économie et gestion;disc03;Économie;18 mois après le diplôme;;2;40;1;ns;ns;ns;ns;ns;ns;12.00;8.3;2050;ns;ns;ns;1610;2560;Paris-Est Créteil_18;disc03_18
2014;LICENCE PRO;0941111X;Paris-Est Créteil;A24;Créteil;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;;15;64;5;ns;ns;ns;ns;ns;ns;12.00;8.3;2050;ns;ns;ns;1610;2560;Paris-Est Créteil_30;disc10_30
2014;LICENCE PRO;0941111X;Paris-Est Créteil;A24;Créteil;STS;Sciences, technologies et santé;disc13;Sciences de la vie et de la terre;18 mois après le diplôme;;6;86;2;ns;ns;ns;ns;ns;ns;12.00;8.3;2050;ns;ns;ns;1610;2560;Paris-Est Créteil_18;disc13_18
2014;LICENCE PRO;0941111X;Paris-Est Créteil;A24;Créteil;STS;Sciences, technologies et santé;disc15;Sciences de l'ingénieur;30 mois après le diplôme;;59;60;23;93;78;87;98;1980;30800;12.00;8.3;2050;10;36;8;1610;2560;Paris-Est Créteil_30;disc15_30
2014;LICENCE PRO;0941111X;Paris-Est Créteil;A24;Créteil;STS;Sciences, technologies et santé;disc16;Informatique;30 mois après le diplôme;;14;51;5;ns;ns;ns;ns;ns;ns;12.00;8.3;2050;ns;ns;ns;1610;2560;Paris-Est Créteil_30;disc16_30
2014;LICENCE PRO;0951793H;Cergy-Pontoise;A25;Versailles;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);58;51;33;93;64;80;96;1800;28100;7.00;8.3;2050;9;26;68;1610;2560;Cergy-Pontoise_30;disc01_30
2014;LICENCE PRO;0951793H;Cergy-Pontoise;A25;Versailles;DEG;Droit, économie et gestion;disc01;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);58;51;33;95;62;62;90;ns;ns;7.00;8.3;2050;11;26;68;1610;2560;Cergy-Pontoise_18;disc01_18
2014;LICENCE PRO;0951793H;Cergy-Pontoise;A25;Versailles;DEG;Droit, économie et gestion;disc03;Économie;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);11;41;7;ns;ns;ns;ns;ns;ns;7.00;8.3;2050;ns;ns;ns;1610;2560;Cergy-Pontoise_30;disc03_30
2014;LICENCE PRO;0951793H;Cergy-Pontoise;A25;Versailles;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);3;43;2;ns;ns;ns;ns;ns;ns;7.00;8.3;2050;ns;ns;ns;1610;2560;Cergy-Pontoise_30;disc06_30
2014;LICENCE PRO;0951793H;Cergy-Pontoise;A25;Versailles;LLA;Lettres, langues, arts;disc06;Lettres, langues, arts;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);3;43;2;ns;ns;ns;ns;ns;ns;7.00;8.3;2050;ns;ns;ns;1610;2560;Cergy-Pontoise_18;disc06_18
2014;LICENCE PRO;0951793H;Cergy-Pontoise;A25;Versailles;SHS;Sciences humaines et sociales;disc07;Ensemble sciences humaines et sociales;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);19;45;12;ns;ns;ns;ns;ns;ns;7.00;8.3;2050;ns;ns;ns;1610;2560;Cergy-Pontoise_30;disc07_30
2014;LICENCE PRO;0951793H;Cergy-Pontoise;A25;Versailles;SHS;Sciences humaines et sociales;disc08;Histoire-géographie;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);3;43;2;ns;ns;ns;ns;ns;ns;7.00;8.3;2050;ns;ns;ns;1610;2560;Cergy-Pontoise_30;disc08_30
2014;LICENCE PRO;0951793H;Cergy-Pontoise;A25;Versailles;SHS;Sciences humaines et sociales;disc10;Information communication;30 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);10;44;7;ns;ns;ns;ns;ns;ns;7.00;8.3;2050;ns;ns;ns;1610;2560;Cergy-Pontoise_30;disc10_30
